816,0.44751865
957,0.16845582
809,0.2553726
911,0.356225
242,0.5076822
697,0.6304506
2066,0.5124409
2164,0.28965998
14,0.68495846
51,0.50583935
176,0.6977582
402,0.5869883
169,0.70521784
279,0.7987714
883,0.30421492
966,0.3684154
633,0.3673817
2026,0.6037152
2030,0.68095535
2154,0.3541988
726,0.23100804
2008,0.5826058
772,0.20413534
2081,0.47562045
189,0.8583469
496,0.51011676
24,0.5550482
50,0.56709003
2018,0.87631375
2019,0.7674202
121,0.510309
709,0.34530807
813,0.52143323
977,0.3694859
248,0.5285742
264,0.43197697
7,0.53369117
27,0.6379691
3,0.72890544
5,0.62529135
203,0.57536316
261,0.26351976
791,0.55438304
989,0.29692388
440,0.38441724
593,0.46297616
819,0.3882339
932,0.34477225
19,0.73004323
110,0.46220577
823,0.46726888
842,0.43522918
2039,0.4233212
2149,0.20996799
117,0.57526135
125,0.70138544
155,0.40297368
373,0.46201375
62,0.57220757
105,0.38362238
2,0.65839934
16,0.55643284
274,0.51113
774,0.28529644
122,0.31853002
642,0.6348703
542,0.48935115
728,0.22553962
129,0.69178426
623,0.41468686
2000,0.45871878
2001,1.0
354,0.5751548
501,0.531943
10,0.9296192
34,0.32472825
342,0.5456903
2012,0.52423763
3001,0.1981093
3002,0.20939294
3003,0.20502631
3004,0.30236092
3005,0.44277528
3006,0.49522611
3007,0.23845613
3008,0.109687895
4009,0.24661691
4010,0.36900848
178,0.33472916
179,0.50583935
132,0.6211543
133,0.27640343
45,0.34940135
4011,0.30144048
168,0.53217924
169,0.2516284
159,0.35387382
160,0.24109693
14,0.3667972
16,0.3959697
4012,0.32533938
4013,0.13792387
