816,0.04211227575878032
957,0.041259345423769134
809,0.06119049439624834
911,0.029394591686366763
242,0.030637272959489533
697,0.00649241157111277
2066,0.03526590343059856
2164,0.010059372165666684
14,0.0337806267056463
51,0.06508570846681352
176,0.04117754516782634
402,0.14130665133141593
169,0.04971095673870719
279,0.0
883,0.06814135175779373
966,0.3523018189825118
633,0.08321327721500085
2026,0.08394045150162069
2030,0.04890911060370973
2154,0.004859844387678159
726,0.027465100938641848
2008,0.13838991436026024
772,0.055402884000283995
2081,0.03531749127175413
189,0.176974841603039
496,0.3079416737391906
24,0.004889538209205045
50,0.018331199162738458
2018,0.0036538164824098662
2019,0.013486558724028801
121,0.04097528513695138
709,0.2427494719314242
813,0.03661447043477051
977,0.2205005160235784
248,0.03059309842432019
264,0.05250106504727645
7,0.008461839164490505
27,0.09757479393097328
3,0.04020521601321621
5,0.07692184378621891
203,0.0889489549689974
261,0.10634493033885713
791,0.011513577402526294
989,0.007351145759550832
440,0.009651320967228481
593,0.06555517406067714
819,0.02519014459438451
932,0.028717588582968235
19,0.11869323681499729
110,0.010960939665442745
823,0.4504053762732655
842,0.11671547848166014
2039,0.19007617801585203
2149,0.08612991415937726
117,0.24653693494984408
125,0.12390799573576586
155,0.04528970739657854
373,0.03806698284731913
62,0.0
105,0.0
2,0.015878304575724606
16,0.0
274,0.020815045761657592
774,0.0628157221171754
122,0.05714823220040166
642,0.124705650067376
542,0.04368877970913874
728,0.07266028531052955
129,0.05803957908160111
623,0.011671392139172341
2000,0.09275238006295651
2001,1.0000000000000002
354,0.06455899736830309
501,0.021351214201850446
10,0.0425233332935067
34,0.019594020243223077
342,0.02367556649060145
2012,0.07673172549660814
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
4009,0.0
4010,0.0
178,0.033211388712669765
179,0.06508570846681352
132,0.019712135810133216
133,0.0
45,0.0020812110544727648
4011,0.05182008635559232
168,0.2300813022656666
169,0.06018114811732121
159,0.011733734083586704
160,0.4219351809731918
14,0.11641976742665575
16,0.05986888398446201
4012,0.0
4013,0.0
